CustomerID,Recency,Frequency,Monetary,Profit,R_score,F_score,M_score,Segment,CLV
12672,109,1,225.89999999999998,90.36000000000001,1,1,2,At Risk,225.89999999999998
12673,106,1,220.9,88.36,1,1,2,At Risk,220.9
12676,40,2,707.4,282.96000000000004,3,2,3,Regular,1414.8
12678,29,5,3951.84,1580.7359999999999,3,4,4,Loyal,19759.2
12679,55,2,756.81,302.724,2,2,3,Regular,1513.62
12681,5,12,7036.26,2814.504,4,4,4,VIP,84435.12
12682,29,7,3977.09,1590.836,3,4,4,VIP,27839.63
12683,0,10,4066.29,1626.516,4,4,4,VIP,40662.9
12686,151,1,89.14,35.656,1,1,1,At Risk,89.14
12691,97,3,406.2,162.48000000000002,1,3,3,Regular,1218.6
12693,40,3,386.9,154.76000000000002,3,3,2,Regular,1160.6999999999998
12701,21,1,337.08,134.832,4,1,2,Regular,337.08
12705,7,3,2142.0,856.8000000000001,4,3,4,Regular,6426.0
12707,71,1,603.42,241.36800000000002,2,1,3,Regular,603.42
12708,0,6,938.87,375.548,4,4,4,Loyal,5633.22
12709,19,8,3473.35,1389.3400000000001,4,4,4,VIP,27786.8
12712,47,9,1425.93,570.3720000000001,2,4,4,VIP,12833.37
12714,74,1,968.3,387.32,2,1,4,Regular,968.3
12717,25,1,609.74,243.89600000000002,3,1,3,Regular,609.74
12720,22,7,1878.8899999999999,751.556,3,4,4,VIP,13152.23
12721,25,4,1080.67,432.26800000000003,3,4,4,Loyal,4322.68
12724,111,1,154.9,61.96,1,1,1,At Risk,154.9
12725,150,1,427.8,171.12,1,1,3,At Risk,427.8
12726,43,3,887.88,355.152,3,3,3,Regular,2663.64
12727,49,6,1974.32,789.7280000000001,2,4,4,VIP,11845.92
12728,36,3,617.31,246.924,3,3,3,Regular,1851.9299999999998
12731,15,6,6762.79,2705.116,4,4,4,VIP,40576.74
12733,13,1,383.95,153.58,4,1,2,Regular,383.95
12734,131,1,110.39999999999999,44.16,1,1,1,At Risk,110.39999999999999
12735,94,2,779.5699999999999,311.828,1,2,3,Regular,1559.1399999999999
12736,112,1,234.0,93.6,1,1,2,At Risk,234.0
12738,151,1,155.35,62.14000000000001,1,1,1,At Risk,155.35
12744,28,6,4171.81,1668.7240000000002,3,4,4,VIP,25030.86
12747,62,4,1320.09,528.0360000000001,2,4,4,Loyal,5280.36
12748,1,66,6998.87,2799.5480000000002,4,4,4,VIP,461925.42
12753,7,7,12701.85,5080.74,4,4,4,VIP,88912.95
12754,15,5,2949.12,1179.648,4,4,4,Loyal,14745.599999999999
12755,29,4,2203.2,881.28,3,4,4,Loyal,8812.8
12758,55,1,1570.19,628.076,2,1,4,Regular,1570.19
12759,55,1,444.8,177.92000000000002,2,1,3,Regular,444.8
12763,148,1,320.08,128.03199999999998,1,1,2,At Risk,320.08
12764,96,1,1693.88,677.552,1,1,4,Regular,1693.88
12766,19,4,4015.71,1606.284,4,4,4,Loyal,16062.84
12769,18,1,1143.6,457.44,4,1,4,Regular,1143.6
12775,41,3,415.36,166.144,3,3,3,Regular,1246.08
12778,38,3,408.06,163.224,3,3,3,Regular,1224.18
12779,28,6,2207.81,883.124,3,4,4,VIP,13246.86
12781,31,2,491.75,196.7,3,2,3,Regular,983.5
12782,32,4,1505.3500000000001,602.14,3,4,4,Loyal,6021.400000000001
12785,143,1,311.95,124.78,1,1,2,At Risk,311.95
12791,153,1,192.60000000000002,77.03999999999999,1,1,1,At Risk,192.60000000000002
12792,36,1,400.53999999999996,160.216,3,1,2,Regular,400.53999999999996
12793,113,2,545.48,218.192,1,2,3,At Risk,1090.96
12797,139,3,194.18,77.672,1,3,1,At Risk,582.54
12808,148,1,129.4,51.760000000000005,1,1,1,At Risk,129.4
12811,40,3,514.85,205.94,3,3,3,Regular,1544.5500000000002
12817,60,1,166.04,66.416,2,1,1,Regular,166.04
12818,40,1,1542.08,616.832,3,1,4,Regular,1542.08
12820,105,1,170.46,68.18400000000001,1,1,1,At Risk,170.46
12823,34,3,994.5,397.80000000000007,3,3,4,Regular,2983.5
12826,95,3,697.1,278.84000000000003,1,3,3,Regular,2091.3
12829,101,3,253.05,101.22,1,3,2,At Risk,759.1500000000001
12831,41,1,215.05,86.02,3,1,2,Regular,215.05
12834,62,1,312.38,124.95200000000001,2,1,2,Regular,312.38
12836,91,1,846.69,338.67600000000004,1,1,3,Regular,846.69
12838,153,1,390.79,156.316,1,1,2,At Risk,390.79
12839,56,4,1085.71,434.284,2,4,4,Loyal,4342.84
12840,5,1,854.0699999999999,341.62800000000004,4,1,3,Regular,854.0699999999999
12841,1,12,1939.73,775.892,4,4,4,VIP,23276.760000000002
12842,87,1,310.73,124.292,2,1,2,Regular,310.73
12843,0,2,307.55,123.02,4,2,2,Regular,615.1
12845,46,4,354.09,141.636,2,4,2,Loyal,1416.36
12849,47,1,668.8499999999999,267.53999999999996,2,1,3,Regular,668.8499999999999
12852,69,2,299.75,119.89999999999999,2,2,2,Regular,599.5
12853,18,4,868.5500000000001,347.42,4,4,3,Loyal,3474.2000000000003
12854,20,4,775.02,310.008,4,4,3,Loyal,3100.08
12855,152,1,38.1,15.240000000000002,1,1,1,At Risk,38.1
12857,81,1,801.6,320.64,2,1,3,Regular,801.6
12865,139,1,-20.16,-8.064,1,1,1,Loss Customers,-20.16
12866,62,1,559.12,223.648,2,1,3,Regular,559.12
12867,42,4,1269.8899999999999,507.956,3,4,4,Loyal,5079.5599999999995
12868,48,4,921.48,368.59200000000004,2,4,4,Loyal,3685.92
12870,145,1,-14.899999999999999,-5.959999999999999,1,1,1,Loss Customers,-14.899999999999999
12872,106,2,599.97,239.988,1,2,3,At Risk,1199.94
12873,61,1,374.0,149.6,2,1,2,Regular,374.0
12875,141,1,293.76000000000005,117.504,1,1,2,At Risk,293.76000000000005
12877,31,5,499.72,199.888,3,4,3,Loyal,2498.6000000000004
12878,15,2,854.99,341.99600000000004,4,2,3,Regular,1709.98
12881,55,1,298.0,119.2,2,1,2,Regular,298.0
12888,0,3,232.41,92.96400000000001,4,3,2,Regular,697.23
12891,0,2,246.00000000000003,98.4,4,2,2,Regular,492.00000000000006
12897,81,1,128.8,51.52,2,1,1,Regular,128.8
12901,6,7,4638.48,1855.392,4,4,4,VIP,32469.359999999997
12902,43,1,138.68,55.472,3,1,1,Regular,138.68
12908,91,2,-72.0,-28.799999999999983,1,2,1,Loss Customers,-144.0
12909,32,2,903.45,361.38,3,2,3,Regular,1806.9
12910,21,1,720.22,288.088,4,1,3,Regular,720.22
12913,62,3,866.39,346.556,2,3,3,Regular,2599.17
12915,151,1,199.65,79.86,1,1,1,At Risk,199.65
12916,37,3,1433.03,573.212,3,3,4,Regular,4299.09
12921,33,16,4118.7,1647.48,3,4,4,VIP,65899.2
12924,47,3,284.24,113.69600000000003,2,3,2,Regular,852.72
12928,21,2,780.04,312.016,4,2,3,Regular,1560.08
12929,90,1,117.85,47.14,1,1,1,Regular,117.85
12931,18,6,3341.9,1336.76,4,4,4,VIP,20051.4
12933,63,2,109.5,43.8,2,2,1,Regular,219.0
12935,98,1,431.63,172.65200000000002,1,1,3,Regular,431.63
12937,46,1,217.43,86.97200000000001,2,1,2,Regular,217.43
12939,52,3,7228.32,2891.3280000000004,2,3,4,Regular,21684.96
12942,145,1,258.75,103.5,1,1,2,At Risk,258.75
12943,80,1,-3.75,-1.5,2,1,1,Loss Customers,-3.75
12944,134,1,286.95,114.78,1,1,2,At Risk,286.95
12945,67,1,462.95,185.18,2,1,3,Regular,462.95
12947,14,5,875.42,350.168,4,4,3,Loyal,4377.099999999999
12948,40,2,528.96,211.584,3,2,3,Regular,1057.92
12949,25,3,1510.1000000000001,604.04,3,3,4,Regular,4530.3
12951,28,4,452.78000000000003,181.11200000000002,3,4,3,Loyal,1811.1200000000001
12955,47,1,473.82,189.528,2,1,3,Regular,473.82
12956,85,1,108.07,43.228,2,1,1,Regular,108.07
12957,29,4,728.34,291.336,3,4,3,Loyal,2913.36
12963,78,2,350.2,140.08,2,2,2,Regular,700.4
12967,81,3,1630.95,652.38,2,3,4,Regular,4892.85
12970,101,2,23.8,9.52,1,2,1,At Risk,47.6
12971,11,35,3990.71,1596.284,4,4,4,VIP,139674.85
12980,61,6,3603.9900000000002,1441.596,2,4,4,VIP,21623.940000000002
12982,19,2,377.2,150.88,4,2,2,Regular,754.4
12988,71,1,505.82,202.328,2,1,3,Regular,505.82
12989,17,7,2622.76,1049.104,4,4,4,VIP,18359.32
12990,89,1,97.5,39.0,1,1,1,Regular,97.5
12993,77,1,102.89999999999999,41.160000000000004,2,1,1,Regular,102.89999999999999
12994,42,2,316.40000000000003,126.56,3,2,2,Regular,632.8000000000001
12997,13,4,583.27,233.30800000000002,4,4,3,Loyal,2333.08
12999,25,1,320.28000000000003,128.112,3,1,2,Regular,320.28000000000003
13000,39,2,458.53000000000003,183.412,3,2,3,Regular,917.0600000000001
13001,18,10,6026.02,2410.408,4,4,4,VIP,60260.200000000004
13002,97,1,120.94999999999999,48.379999999999995,1,1,1,Regular,120.94999999999999
13004,28,6,2043.82,817.528,3,4,4,VIP,12262.92
13005,24,2,276.9,110.76,3,2,2,Regular,553.8
13008,102,2,178.46999999999997,71.388,1,2,1,At Risk,356.93999999999994
13011,151,1,50.550000000000004,20.220000000000002,1,1,1,At Risk,50.550000000000004
13012,74,1,377.27000000000004,150.90800000000002,2,1,2,Regular,377.27000000000004
13013,28,3,2177.66,871.0640000000001,3,3,4,Regular,6532.98
13014,38,4,810.53,324.212,3,4,3,Loyal,3242.12
13015,25,3,979.37,391.748,3,3,4,Regular,2938.11
13018,6,8,2594.02,1037.608,4,4,4,VIP,20752.16
13021,43,4,389.67,155.86800000000002,3,4,2,Loyal,1558.68
13026,0,2,243.71999999999997,97.488,4,2,2,Regular,487.43999999999994
13027,13,3,3840.0,1536.0000000000002,4,3,4,Regular,11520.0
13029,132,1,382.5,153.00000000000003,1,1,2,At Risk,382.5
13030,147,1,402.36,160.94400000000002,1,1,2,At Risk,402.36
13033,136,1,190.55,76.22000000000001,1,1,1,At Risk,190.55
13034,148,1,165.86,66.344,1,1,1,At Risk,165.86
13035,40,1,333.0,133.20000000000002,3,1,2,Regular,333.0
13037,35,1,250.42000000000002,100.168,3,1,2,Regular,250.42000000000002
13038,70,1,395.1,158.04000000000002,2,1,2,Regular,395.1
13043,32,2,471.57,188.628,3,2,3,Regular,943.14
13044,70,1,560.47,224.18800000000002,2,1,3,Regular,560.47
13046,45,1,197.72,79.088,2,1,1,Regular,197.72
13047,33,7,1234.68,493.872,3,4,4,VIP,8642.76
13048,17,2,923.42,369.368,4,2,4,Regular,1846.84
13049,97,1,153.78,61.512,1,1,1,Regular,153.78
13050,36,13,2453.13,981.2520000000001,3,4,4,VIP,31890.690000000002
13059,29,1,183.4,73.36,3,1,1,Regular,183.4
13060,33,1,307.53,123.012,3,1,2,Regular,307.53
13064,106,1,203.3,81.32000000000001,1,1,1,At Risk,203.3
13065,152,1,205.86,82.344,1,1,1,At Risk,205.86
13068,99,1,165.0,66.0,1,1,1,Regular,165.0
13069,14,11,1804.9,721.96,4,4,4,VIP,19853.9
13072,46,1,177.15,70.86,2,1,1,Regular,177.15
13077,69,3,576.19,230.47600000000003,2,3,3,Regular,1728.5700000000002
13078,5,16,3890.26,1556.104,4,4,4,VIP,62244.16
13081,42,9,9717.56,3887.024,3,4,4,VIP,87458.04
13082,14,6,1942.03,776.812,4,4,4,VIP,11652.18
13085,4,2,134.4,53.760000000000005,4,2,1,Regular,268.8
13089,0,51,22588.77,9035.508,4,4,4,VIP,1152027.27
13090,18,9,2937.57,1175.028,4,4,4,VIP,26438.13
13092,6,4,380.95,152.38,4,4,2,Loyal,1523.8
13093,46,13,7741.47,3096.588,2,4,4,VIP,100639.11
13094,53,7,522.6,209.04000000000002,2,4,3,Loyal,3658.2000000000003
13097,12,6,2993.26,1197.304,4,4,4,VIP,17959.56
13098,14,10,3210.52,1284.208,4,4,4,VIP,32105.2
13101,13,1,101.19,40.476,4,1,1,Regular,101.19
13102,4,15,3044.64,1217.856,4,4,4,VIP,45669.6
13104,46,2,213.72,85.48800000000003,2,2,2,Regular,427.44
13107,108,2,559.29,223.71599999999998,1,2,3,At Risk,1118.58
13108,152,1,350.06,140.024,1,1,2,At Risk,350.06
13110,36,4,696.69,278.67600000000004,3,4,3,Loyal,2786.76
13113,0,23,5137.96,2055.184,4,4,4,VIP,118173.08
13115,80,3,-14.6,-5.840000000000001,2,3,1,Loss Customers,-43.8
13117,18,5,655.81,262.324,4,4,3,Loyal,3279.0499999999997
13118,32,3,601.07,240.428,3,3,3,Regular,1803.21
13120,18,1,30.599999999999998,12.24,4,1,1,Regular,30.599999999999998
13121,48,2,254.73,101.892,2,2,2,Regular,509.46
13122,19,1,903.67,361.468,4,1,3,Regular,903.67
13124,31,2,2516.47,1006.588,3,2,4,Regular,5032.94
13126,32,6,1054.02,421.608,3,4,4,VIP,6324.12
13132,40,1,77.3,30.92,3,1,1,Regular,77.3
13133,53,2,109.8,43.92,2,2,1,Regular,219.6
13134,13,4,489.75,195.9,4,4,3,Loyal,1959.0
13136,144,1,-20.1,-8.040000000000001,1,1,1,Loss Customers,-20.1
13137,32,2,847.44,338.976,3,2,3,Regular,1694.88
13138,20,2,386.85,154.74,4,2,2,Regular,773.7
13139,39,1,409.5,163.8,3,1,3,Regular,409.5
13140,145,1,158.26,63.304,1,1,1,At Risk,158.26
13141,14,4,1037.9,415.16,4,4,4,Loyal,4151.6
13144,112,1,110.95,44.38000000000001,1,1,1,At Risk,110.95
13145,151,1,295.0,118.0,1,1,2,At Risk,295.0
13148,12,8,1578.02,631.2080000000001,4,4,4,VIP,12624.16
13149,68,1,376.74,150.696,2,1,2,Regular,376.74
13151,74,1,1257.8700000000001,503.148,2,1,4,Regular,1257.8700000000001
13155,106,2,569.2,227.68,1,2,3,At Risk,1138.4
13157,14,3,478.28999999999996,191.316,4,3,3,Regular,1434.87
13158,98,1,256.40999999999997,102.564,1,1,2,Regular,256.40999999999997
13161,92,1,112.75,45.1,1,1,1,Regular,112.75
13162,12,3,1258.39,503.356,4,3,4,Regular,3775.17
13165,130,1,354.64,141.856,1,1,2,At Risk,354.64
13166,61,2,414.7,165.88,2,2,3,Regular,829.4
13168,71,2,821.63,328.65200000000004,2,2,3,Regular,1643.26
13169,31,1,505.2,202.08,3,1,3,Regular,505.2
13171,78,1,140.35,56.14000000000001,2,1,1,Regular,140.35
13173,146,1,165.94,66.376,1,1,1,At Risk,165.94
13174,95,2,2034.06,813.624,1,2,4,Regular,4068.12
13178,25,3,1607.0,642.8000000000001,3,3,4,Regular,4821.0
13183,40,2,1138.88,455.55199999999996,3,2,4,Regular,2277.76
13184,6,5,723.81,289.524,4,4,3,Loyal,3619.0499999999997
13185,47,1,71.4,28.560000000000002,2,1,1,Regular,71.4
13187,116,1,236.02,94.408,1,1,2,At Risk,236.02
13196,41,1,512.13,204.852,3,1,3,Regular,512.13
13198,29,4,2076.8,830.72,3,4,4,Loyal,8307.2
13199,6,13,3058.2000000000003,1223.28,4,4,4,VIP,39756.600000000006
13203,21,1,165.71,66.28399999999999,4,1,1,Regular,165.71
13208,19,2,373.73,149.492,4,2,2,Regular,747.46
13209,7,4,2348.44,939.376,4,4,4,Loyal,9393.76
13211,140,1,110.7,44.279999999999994,1,1,1,At Risk,110.7
13216,46,1,333.74,133.49599999999998,2,1,2,Regular,333.74
13220,16,1,83.4,33.36,4,1,1,Regular,83.4
13221,19,2,847.41,338.964,4,2,3,Regular,1694.82
13223,11,1,100.80000000000001,40.32000000000001,4,1,1,Regular,100.80000000000001
13225,32,4,2824.08,1129.632,3,4,4,Loyal,11296.32
13226,52,1,108.21000000000001,43.284,2,1,1,Regular,108.21000000000001
13229,4,1,160.95,64.38,4,1,1,Regular,160.95
13230,6,8,1579.08,631.6320000000001,4,4,4,VIP,12632.64
13232,22,1,117.43,46.972,3,1,1,Regular,117.43
13233,115,1,304.24,121.696,1,1,2,At Risk,304.24
13238,139,1,91.15,36.46,1,1,1,At Risk,91.15
13239,41,1,329.56,131.824,3,1,2,Regular,329.56
13240,36,2,442.41,176.964,3,2,3,Regular,884.82
13246,72,3,1063.16,425.264,2,3,4,Regular,3189.4800000000005
13249,40,1,291.84000000000003,116.73599999999999,3,1,2,Regular,291.84000000000003
13253,118,1,476.48,190.59199999999998,1,1,3,At Risk,476.48
13255,153,1,225.7,90.28,1,1,2,At Risk,225.7
13261,47,2,944.1,377.64,2,2,4,Regular,1888.2
13262,42,1,200.29,80.116,3,1,1,Regular,200.29
13263,6,9,2320.05,928.0200000000001,4,4,4,VIP,20880.45
13265,24,2,1124.88,449.952,3,2,4,Regular,2249.76
13266,14,6,857.09,342.836,4,4,3,Loyal,5142.54
13267,11,11,1802.09,720.836,4,4,4,VIP,19822.989999999998
13268,21,5,1233.98,493.592,4,4,4,Loyal,6169.9
13269,12,4,1734.5,693.8,4,4,4,Loyal,6938.0
13270,145,1,590.0,236.00000000000003,1,1,3,At Risk,590.0
13280,95,2,682.96,273.184,1,2,3,Regular,1365.92
13284,102,2,196.15,78.46000000000001,1,2,1,At Risk,392.3
13285,5,2,1173.27,469.308,4,2,4,Regular,2346.54
13292,63,1,249.57,99.828,2,1,2,Regular,249.57
13294,28,1,483.65,193.46,3,1,3,Regular,483.65
13295,139,2,197.95000000000002,79.18,1,2,1,At Risk,395.90000000000003
13299,47,1,142.5,57.0,2,1,1,Regular,142.5
13301,2,2,327.77,131.108,4,2,2,Regular,655.54
13304,130,1,300.42,120.168,1,1,2,At Risk,300.42
13305,24,4,640.25,256.1,3,4,3,Loyal,2561.0
13309,87,1,390.71,156.284,2,1,2,Regular,390.71
13310,97,2,388.93,155.572,1,2,2,Regular,777.86
13313,119,1,307.3,122.92,1,1,2,At Risk,307.3
13316,33,2,1460.24,584.0960000000001,3,2,4,Regular,2920.48
13317,14,4,644.47,257.788,4,4,3,Loyal,2577.88
13319,29,14,3717.17,1486.868,3,4,4,VIP,52040.380000000005
13324,20,5,2404.62,961.848,4,4,4,Loyal,12023.099999999999
13327,38,4,1421.95,568.7800000000001,3,4,4,Loyal,5687.8
